omega,productivity,predictability,growth_rate,gini,in_window
7.740000000000000213e-01,4.415829355615498386e+00,8.662135623730951028e-01,4.339456274847713901e-02,4.066893218813452671e-01,1.000000000000000000e+00
7.760000000000000231e-01,4.454793163088758057e+00,8.622135623730950993e-01,4.334656274847714652e-02,4.068893218813452450e-01,1.000000000000000000e+00
7.780000000000000249e-01,4.494452807557040686e+00,8.582135623730950957e-01,4.329856274847714015e-02,4.070893218813452785e-01,1.000000000000000000e+00
7.800000000000000266e-01,4.534827702756573764e+00,8.542135623730950922e-01,4.325056274847714072e-02,4.072893218813452565e-01,1.000000000000000000e+00
7.820000000000000284e-01,4.575937974854273449e+00,8.502135623730950886e-01,4.320256274847714129e-02,4.074893218813452900e-01,1.000000000000000000e+00
7.840000000000000302e-01,4.617804495430643641e+00,8.462135623730950851e-01,4.315456274847714185e-02,4.076893218813452680e-01,1.000000000000000000e+00
7.860000000000000320e-01,4.660448916312188494e+00,8.422135623730950815e-01,4.310656274847714242e-02,4.078893218813452459e-01,1.000000000000000000e+00
7.880000000000000338e-01,4.703893706375470884e+00,8.382135623730950780e-01,4.305856274847714299e-02,4.080893218813452794e-01,1.000000000000000000e+00
7.900000000000000355e-01,4.748162190454253029e+00,8.342135623730950744e-01,4.301056274847714356e-02,4.082893218813452574e-01,1.000000000000000000e+00
7.920000000000000373e-01,4.793278590491291347e+00,8.302135623730950709e-01,4.296256274847713719e-02,4.084893218813452909e-01,1.000000000000000000e+00
7.940000000000000391e-01,4.839268069087310664e+00,8.262135623730950673e-01,4.291456274847713775e-02,4.086893218813452688e-01,1.000000000000000000e+00
7.960000000000000409e-01,4.886156775611693703e+00,8.222135623730950638e-01,4.286656274847714526e-02,4.088893218813452468e-01,1.000000000000000000e+00
7.980000000000000426e-01,4.933971895052411405e+00,8.182135623730950602e-01,-1.595441274527514981e-06,4.549123364377075096e-01,0.000000000000000000e+00
8.000000000000000444e-01,4.982741699796952695e+00,8.142135623730950567e-01,-7.026810697833781489e-06,4.603092439977302108e-01,0.000000000000000000e+00
8.020000000000000462e-01,5.032495604551496804e+00,8.102135623730950531e-01,-1.630963284331263764e-05,4.657061515577529121e-01,0.000000000000000000e+00
8.040000000000000480e-01,5.083264224622468852e+00,8.062135623730950496e-01,-2.944390771096408070e-05,4.711030591177756133e-01,0.000000000000000000e+00
8.060000000000000497e-01,5.135079437803162783e+00,8.022135623730950460e-01,-4.642963530078811742e-05,4.764999666777983145e-01,0.000000000000000000e+00
8.080000000000000515e-01,5.187974450128256088e+00,7.982135623730950424e-01,-6.726681561278475120e-05,4.818968742378210157e-01,0.000000000000000000e+00
8.100000000000000533e-01,5.241983865781257634e+00,7.942135623730950389e-01,-9.195544864695397527e-05,4.872937817978437169e-01,0.000000000000000000e+00
8.120000000000000551e-01,5.297143761464120360e+00,7.902135623730950353e-01,-1.204955344032958032e-04,4.926906893578664182e-01,0.000000000000000000e+00
8.140000000000000568e-01,5.353491765564905691e+00,7.862135623730950318e-01,-1.528870728818101671e-04,4.980875969178891194e-01,0.000000000000000000e+00
8.160000000000000586e-01,5.411067142488545478e+00,7.822135623730950282e-01,-1.891300640824971485e-04,5.034845044779118206e-01,0.000000000000000000e+00
8.180000000000000604e-01,5.469910882547879716e+00,7.782135623730950247e-01,-2.292245080053567608e-04,5.088814120379345773e-01,0.000000000000000000e+00
8.200000000000000622e-01,5.530065797847433018e+00,7.742135623730950211e-01,-2.731704046503889228e-04,5.142783195979572231e-01,0.000000000000000000e+00
8.220000000000000639e-01,5.591576624631257708e+00,7.702135623730950176e-01,-3.209677540175937156e-04,5.196752271579799798e-01,0.000000000000000000e+00
8.240000000000000657e-01,5.654490132609044650e+00,7.662135623730950140e-01,-3.726165561069711123e-04,5.250721347180026255e-01,0.000000000000000000e+00
8.260000000000000675e-01,5.718855241821964697e+00,7.622135623730950105e-01,-4.281168109185209503e-04,5.304690422780253822e-01,0.000000000000000000e+00
8.280000000000000693e-01,5.784723147661940956e+00,7.582135623730950069e-01,-4.874685184522435004e-04,5.358659498380480279e-01,0.000000000000000000e+00
8.300000000000000711e-01,5.852147454715810326e+00,7.542135623730950034e-01,-5.506716787081387086e-04,5.412628573980707847e-01,0.000000000000000000e+00
8.320000000000000728e-01,5.921184320169785131e+00,7.502135623730949998e-01,-6.177262916862065207e-04,5.466597649580935414e-01,0.000000000000000000e+00
8.339999999999999636e-01,5.991892607580489916e+00,7.462135623730952183e-01,-6.886323573864427082e-04,5.520566725181158541e-01,0.000000000000000000e+00
8.359999999999999654e-01,6.064334051897569466e+00,7.422135623730952148e-01,-7.633898758088551858e-04,5.574535800781386108e-01,0.000000000000000000e+00
8.379999999999999671e-01,6.138573436710145437e+00,7.382135623730952112e-01,-8.419988469534405925e-04,5.628504876381612565e-01,0.000000000000000000e+00
8.399999999999999689e-01,6.214678784786799248e+00,7.342135623730952076e-01,-9.244592708201984947e-04,5.682473951981840132e-01,0.000000000000000000e+00
8.419999999999999707e-01,6.292721563086923986e+00,7.302135623730952041e-01,-1.010771147409128892e-03,5.736443027582066589e-01,0.000000000000000000e+00
8.439999999999999725e-01,6.372776903542193061e+00,7.262135623730952005e-01,-1.100934476720231894e-03,5.790412103182294157e-01,0.000000000000000000e+00
8.459999999999999742e-01,6.454923841041769528e+00,7.222135623730951970e-01,-1.194949258753507607e-03,5.844381178782520614e-01,0.000000000000000000e+00
8.479999999999999760e-01,6.539245570205820535e+00,7.182135623730951934e-01,-1.292815493508955816e-03,5.898350254382748181e-01,0.000000000000000000e+00
8.499999999999999778e-01,6.625829722700927960e+00,7.142135623730951899e-01,-1.394533180986576521e-03,5.952319329982975749e-01,0.000000000000000000e+00
8.519999999999999796e-01,6.714768667040510230e+00,7.102135623730951863e-01,-1.500102321186370371e-03,6.006288405583202206e-01,0.000000000000000000e+00
8.539999999999999813e-01,6.806159833026396377e+00,7.062135623730951828e-01,-1.609522914108336283e-03,6.060257481183428663e-01,0.000000000000000000e+00
8.559999999999999831e-01,6.900106063227182673e+00,7.022135623730951792e-01,-1.722794959752474474e-03,6.114226556783656230e-01,0.000000000000000000e+00
8.579999999999999849e-01,6.996715994158991592e+00,6.982135623730951757e-01,-1.839918458118786028e-03,6.168195632383883797e-01,0.000000000000000000e+00
8.599999999999999867e-01,7.096104470138866027e+00,6.942135623730951721e-01,-1.960893409207269643e-03,6.222164707984110255e-01,0.000000000000000000e+00
8.619999999999999885e-01,7.198392993125418471e+00,6.902135623730951686e-01,-2.085719813017925754e-03,6.276133783584336712e-01,0.000000000000000000e+00
8.639999999999999902e-01,7.303710212251296241e+00,6.862135623730951650e-01,-2.214397669550755010e-03,6.330102859184564279e-01,0.000000000000000000e+00
8.659999999999999920e-01,7.412192457194379358e+00,6.822135623730951615e-01,-2.346926978805756112e-03,6.384071934784791846e-01,0.000000000000000000e+00
8.679999999999999938e-01,7.523984320037268247e+00,6.782135623730951579e-01,-2.483307740782931226e-03,6.438041010385018303e-01,0.000000000000000000e+00
8.699999999999999956e-01,7.639239290836877139e+00,6.742135623730951544e-01,-2.623539955482277319e-03,6.492010085985245871e-01,0.000000000000000000e+00
8.719999999999999973e-01,7.758120452778677567e+00,6.702135623730951508e-01,-2.767623622903796557e-03,6.545979161585472328e-01,0.000000000000000000e+00
8.739999999999999991e-01,7.880801243536106782e+00,6.662135623730951473e-01,-2.915558743047488941e-03,6.599948237185699895e-01,0.000000000000000000e+00
8.760000000000000009e-01,8.007466290309920964e+00,6.622135623730951437e-01,-3.067345315913353170e-03,6.653917312785926352e-01,0.000000000000000000e+00
8.780000000000000027e-01,8.138312327002564572e+00,6.582135623730951401e-01,-3.222983341501389678e-03,6.707886388386153920e-01,0.000000000000000000e+00
8.800000000000000044e-01,8.273549203109981320e+00,6.542135623730951366e-01,-3.382472819811600199e-03,6.761855463986381487e-01,0.000000000000000000e+00
8.820000000000000062e-01,8.413400995212580114e+00,6.502135623730951330e-01,-3.545813750843982131e-03,6.815824539586607944e-01,0.000000000000000000e+00
8.840000000000000080e-01,8.558107233448046358e+00,6.462135623730951295e-01,-3.713006134598537643e-03,6.869793615186834401e-01,0.000000000000000000e+00
8.860000000000000098e-01,8.707924257086528286e+00,6.422135623730951259e-01,-3.884049971075264566e-03,6.923762690787061969e-01,0.000000000000000000e+00
8.880000000000000115e-01,8.863126715346044904e+00,6.382135623730951224e-01,-4.058945260274164635e-03,6.977731766387289536e-01,0.000000000000000000e+00
8.900000000000000133e-01,9.024009231933201036e+00,6.342135623730951188e-01,-4.237692002195237416e-03,7.031700841987515993e-01,0.000000000000000000e+00
8.920000000000000151e-01,9.190888254532863400e+00,6.302135623730951153e-01,-4.420290196838482476e-03,7.085669917587742450e-01,0.000000000000000000e+00
8.940000000000000169e-01,9.364104113674040164e+00,6.262135623730951117e-01,-4.606739844203899814e-03,7.139638993187970017e-01,0.000000000000000000e+00
8.960000000000000187e-01,9.544023319157203034e+00,6.222135623730951082e-01,-4.797040944291491166e-03,7.193608068788197585e-01,0.000000000000000000e+00
8.980000000000000204e-01,9.731041126649532913e+00,6.182135623730951046e-01,-4.991193497101253061e-03,7.247577144388424042e-01,0.000000000000000000e+00
9.000000000000000222e-01,9.925584412271572177e+00,6.142135623730951011e-01,-5.189197502633189837e-03,7.301546219988651609e-01,0.000000000000000000e+00
9.020000000000000240e-01,1.012811489917412722e+01,6.102135623730950975e-01,-5.391052960887296290e-03,7.355515295588878066e-01,0.000000000000000000e+00
9.040000000000000258e-01,1.033913278743722586e+01,6.062135623730950940e-01,-5.596759871863578491e-03,7.409484371189105634e-01,0.000000000000000000e+00
9.060000000000000275e-01,1.055918084736047646e+01,6.022135623730950904e-01,-5.806318235562032103e-03,7.463453446789332091e-01,0.000000000000000000e+00
9.080000000000000293e-01,1.078884904666084843e+01,5.982135623730950869e-01,-6.019728051982657126e-03,7.517422522389558548e-01,0.000000000000000000e+00
9.100000000000000311e-01,1.102877979463014668e+01,5.942135623730950833e-01,-6.236989321125456162e-03,7.571391597989787225e-01,0.000000000000000000e+00
9.120000000000000329e-01,1.127967390140489456e+01,5.902135623730950797e-01,-6.458102042990428344e-03,7.625360673590013683e-01,0.000000000000000000e+00
9.140000000000000346e-01,1.154229736876220791e+01,5.862135623730950762e-01,-6.683066217577572805e-03,7.679329749190240140e-01,0.000000000000000000e+00
9.160000000000000364e-01,1.181748915102942021e+01,5.822135623730950726e-01,-6.911881844886886943e-03,7.733298824790467707e-01,0.000000000000000000e+00
9.180000000000000382e-01,1.210617005173651961e+01,5.782135623730950691e-01,-7.144548924918376828e-03,7.787267900390695274e-01,0.000000000000000000e+00
9.200000000000000400e-01,1.240935295476650246e+01,5.742135623730950655e-01,-7.381067457672038992e-03,7.841236975990921731e-01,0.000000000000000000e+00
9.220000000000000417e-01,1.272815462952881482e+01,5.702135623730950620e-01,-7.621437443147870833e-03,7.895206051591148189e-01,0.000000000000000000e+00
9.240000000000000435e-01,1.306380940010759240e+01,5.662135623730950584e-01,-7.865658881345879289e-03,7.949175127191375756e-01,0.000000000000000000e+00
9.260000000000000453e-01,1.341768503102849230e+01,5.622135623730950549e-01,-8.113731772266059156e-03,8.003144202791603323e-01,0.000000000000000000e+00
9.280000000000000471e-01,1.379130126065336270e+01,5.582135623730950513e-01,-8.365656115908408699e-03,8.057113278391829780e-01,0.000000000000000000e+00
9.300000000000000488e-01,1.418635151172825282e+01,5.542135623730950478e-01,-8.621431912272934858e-03,8.111082353992056238e-01,0.000000000000000000e+00
9.320000000000000506e-01,1.460472843320463809e+01,5.502135623730950442e-01,-8.881059161359632428e-03,8.165051429592284915e-01,0.000000000000000000e+00
9.340000000000000524e-01,1.504855408602810485e+01,5.462135623730950407e-01,-9.144537863168499675e-03,8.219020505192511372e-01,0.000000000000000000e+00
9.360000000000000542e-01,1.552021578876244590e+01,5.422135623730950371e-01,-9.411868017699543537e-03,8.272989580792737829e-01,0.000000000000000000e+00
9.380000000000000560e-01,1.602240890107645654e+01,5.382135623730950336e-01,-9.683049624952758810e-03,8.326958656392965397e-01,0.000000000000000000e+00
9.400000000000000577e-01,1.655818816392810078e+01,5.342135623730950300e-01,-9.958082684928143760e-03,8.380927731993191854e-01,0.000000000000000000e+00
9.420000000000000595e-01,1.713102966185575937e+01,5.302135623730950265e-01,-1.023696719762570359e-02,8.434896807593419421e-01,0.000000000000000000e+00
9.440000000000000613e-01,1.774490606290327932e+01,5.262135623730950229e-01,-1.051970316304543830e-02,8.488865883193645878e-01,0.000000000000000000e+00
9.460000000000000631e-01,1.840437857852843706e+01,5.222135623730950194e-01,-1.080629058118734095e-02,8.542834958793872335e-01,0.000000000000000000e+00
9.480000000000000648e-01,1.911471014502864207e+01,5.182135623730950158e-01,-1.109672945205142022e-02,8.596804034394101013e-01,0.000000000000000000e+00
9.500000000000000666e-01,1.988200576850890755e+01,5.142135623730950122e-01,-1.139101977563767264e-02,8.650773109994327470e-01,0.000000000000000000e+00
9.520000000000000684e-01,2.071338795609173644e+01,5.102135623730950087e-01,-1.168916155194609473e-02,8.704742185594555037e-01,0.000000000000000000e+00
9.540000000000000702e-01,2.161721791179050811e+01,5.062135623730950051e-01,-1.199115478097668996e-02,8.758711261194781494e-01,0.000000000000000000e+00
9.560000000000000719e-01,2.260337705853012480e+01,5.022135623730950016e-01,-1.229699946272945835e-02,8.812680336795009062e-01,0.000000000000000000e+00
9.580000000000000737e-01,2.368362899503070196e+01,4.982135623730949980e-01,-1.260669559720439988e-02,8.866649412395235519e-01,0.000000000000000000e+00
9.599999999999999645e-01,2.487209003975632271e+01,4.942135623730952165e-01,-1.292024318440149200e-02,8.920618487995459756e-01,0.000000000000000000e+00
9.619999999999999662e-01,2.618584836769002422e+01,4.902135623730952130e-01,-1.323764222432077982e-02,8.974587563595686213e-01,0.000000000000000000e+00
9.639999999999999680e-01,2.764578952603308082e+01,4.862135623730952094e-01,-1.355889271696223905e-02,9.028556639195913780e-01,0.000000000000000000e+00
9.659999999999999698e-01,2.927771330838714547e+01,4.822135623730952059e-01,-1.388399466232586796e-02,9.082525714796141347e-01,0.000000000000000000e+00
9.679999999999999716e-01,3.111386945675428350e+01,4.782135623730952023e-01,-1.421294806041167175e-02,9.136494790396367804e-01,0.000000000000000000e+00
9.699999999999999734e-01,3.319510764433711358e+01,4.742135623730951988e-01,-1.454575291121965042e-02,9.190463865996594262e-01,0.000000000000000000e+00
9.719999999999999751e-01,3.557394887953897467e+01,4.702135623730951952e-01,-1.488240921474979529e-02,9.244432941596821829e-01,0.000000000000000000e+00
9.739999999999999769e-01,3.831907448104121272e+01,4.662135623730951917e-01,-1.522291697100211852e-02,9.298402017197049396e-01,0.000000000000000000e+00
9.759999999999999787e-01,4.152205954041890834e+01,4.622135623730951881e-01,-1.556727617997661316e-02,9.352371092797275853e-01,0.000000000000000000e+00
9.779999999999999805e-01,4.530777918254719339e+01,4.582135623730951846e-01,-1.591548684167327574e-02,9.406340168397502310e-01,0.000000000000000000e+00
9.799999999999999822e-01,4.985105858225122688e+01,4.542135623730951810e-01,-1.626754895609211840e-02,9.460309243997729878e-01,0.000000000000000000e+00
9.819999999999999840e-01,5.540442299205626853e+01,4.502135623730951774e-01,-1.662346252323312901e-02,9.514278319597957445e-01,0.000000000000000000e+00
9.839999999999999858e-01,6.234666029075019367e+01,4.462135623730951739e-01,-1.698322754309631449e-02,9.568247395198183902e-01,0.000000000000000000e+00
9.859999999999999876e-01,7.127300857357110431e+01,4.422135623730951703e-01,-1.734684401568166792e-02,9.622216470798410359e-01,0.000000000000000000e+00
9.879999999999999893e-01,8.317553133258249431e+01,4.382135623730951668e-01,-1.771431194098919970e-02,9.676185546398639037e-01,0.000000000000000000e+00
9.899999999999999911e-01,9.983994285349864128e+01,4.342135623730951632e-01,-1.808563131901890289e-02,9.730154621998865494e-01,0.000000000000000000e+00
9.919999999999999929e-01,1.248376717077481004e+02,4.302135623730951597e-01,-1.846080214977077402e-02,9.784123697599091951e-01,0.000000000000000000e+00
9.939999999999999947e-01,1.665020512286642145e+02,4.262135623730951561e-01,-1.883982443324482350e-02,9.838092773199318408e-01,0.000000000000000000e+00
9.959999999999999964e-01,2.498330814162469835e+02,4.222135623730951526e-01,-1.922269816944104440e-02,9.892061848799547086e-01,0.000000000000000000e+00
9.979999999999999982e-01,4.998307622704962228e+02,4.182135623730951490e-01,-1.960942335835943670e-02,9.946030924399773543e-01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,4.142135623730951455e-01,-2.000000000000000042e-02,1.000000000000000000e+00,0.000000000000000000e+00
